,PER,TS%,3PAr,FTr,ORB%,AST%,TOV%,PT,W/L
223,[0.25634675],[-0.00031269],[-0.0511517],[0.01505882],[0.6244582],[0.78049536],[-0.70804954],19.0,1.0
224,[1.98666667],[0.0404],[0.02566667],[0.0788],[0.52],[2.32],[-0.93333333],8.0,1.0
225,[2.09916667],[0.04228333],[0.05192083],[0.04887083],[-0.4875],[0.47375],[-0.67333333],9.0,1.0
226,[-1.10526316],[-0.00336513],[0.06363158],[-0.05928289],[-1.09769737],[-2.03322368],[-2.51940789],9.0,1.0
227,[0.96571429],[-0.00694286],[-0.07571429],[-0.01595238],[0.15333333],[-1.15714286],[-2.24],-5.0,0.0
228,[0.63894737],[-0.01929123],[0.02961053],[-0.09206667],[-0.16877193],[-0.30912281],[-1.16842105],23.0,1.0
229,[1.25789474],[0.03515789],[-0.12526316],[0.09310526],[1.75789474],[1.77368421],[0.45789474],-17.0,0.0
230,[0.67649573],[-0.03755556],[-0.10120513],[-0.05680769],[1.71068376],[1.53418803],[1.43888889],-17.0,0.0
231,[-3.55164474],[-0.08311513],[0.03851974],[0.00478289],[0.19934211],[-2.61052632],[-0.41809211],12.0,1.0
232,[-1.59222222],[7.77777778e-05],[0.10237778],[-0.01826667],[-0.02777778],[-0.26888889],[0.39555556],-19.0,0.0
233,[-1.72666667],[-0.06546667],[-0.06633333],[-0.11793333],[-0.32],[-1.36666667],[-0.31333333],7.0,1.0
234,[1.46666667],[0.03561111],[-0.10122222],[0.043],[0.76666667],[1.55],[2.34444444],6.0,1.0
235,[3.01041667],[0.07314583],[-0.02866667],[0.00775],[-0.475],[0.59166667],[1.31458333],7.0,1.0
236,[-2.42631579],[-0.05106667],[0.02627719],[-0.11024912],[-1.71087719],[-2.72561404],[-2.54280702],8.0,1.0
237,[1.1125],[0.0130625],[0.0211875],[0.0480625],[0.83125],[1.1375],[-0.04375],2.0,1.0
238,[-1.52166667],[-0.01549444],[0.01783889],[0.05998889],[-1.52277778],[2.54944444],[0.31277778],-2.0,0.0
239,[-0.78375],[-0.02547917],[-0.08595833],[-0.02926667],[-0.57166667],[0.09166667],[-2.00958333],-22.0,0.0
240,[-1.35112782],[-0.05714286],[-0.00599499],[-0.07605764],[-0.84912281],[-1.44837093],[-2.42280702],18.0,1.0
241,[-1.4377193],[-0.02724123],[0.08025219],[-0.063375],[-0.52960526],[0.79254386],[1.29824561],-10.0,0.0
242,[1.05894737],[0.01504211],[0.05554386],[-0.033],[-0.7554386],[-1.48245614],[-0.27508772],19.0,1.0
243,[-1.6996732],[-0.00809477],[0.16993464],[-0.06021569],[-1.55718954],[-1.55359477],[-2.23071895],5.0,1.0
244,[-1.72260062],[-0.03752322],[0.03895356],[-0.03578328],[-0.18080495],[-0.44582043],[1.48668731],-1.0,0.0
245,[-1.68666667],[-0.0306],[0.02033333],[-0.02186667],[0.07333333],[-0.42666667],[-0.98],1.0,1.0
246,[2.415],[0.00091667],[-0.05055],[-0.14416667],[1.26833333],[-0.09833333],[-1.685],36.0,1.0
247,[-1.14982456],[-0.01222807],[-0.02925965],[-0.10023509],[-1.19859649],[-0.02596491],[2.51824561],-5.0,0.0
248,[0.37660819],[0.02482456],[-0.10526608],[0.095],[0.93654971],[1.20467836],[0.77397661],-6.0,0.0
249,[-2.33187135],[-0.02038889],[0.10832164],[-0.10664912],[-1.8119883],[-2.56783626],[-1.16725146],18.0,1.0
250,[0.64538462],[-0.0333],[-0.04970513],[-0.03780769],[1.12512821],[-0.29358974],[-0.40666667],18.0,1.0
251,[-1.1125],[-0.0130625],[-0.0211875],[-0.0480625],[-0.83125],[-1.1375],[0.04375],-4.0,0.0
252,[-2.94837093],[-0.06295739],[0.02303759],[-0.02184211],[-1.11553885],[-0.88671679],[0.34411028],17.0,1.0
253,[-0.03355263],[-0.00590789],[-0.00197697],[-0.0799375],[0.04539474],[-1.30953947],[1.73157895],5.0,1.0
254,[1.06111111],[0.00241667],[0.02501389],[-0.031625],[-0.40694444],[-1.99722222],[-2.07222222],-25.0,0.0
255,[-2.42745098],[-0.04926144],[0.07993464],[-0.01877124],[-1.00163399],[-3.20915033],[-3.48071895],-29.0,0.0
256,[1.34640523],[0.01047386],[-0.04710784],[-0.03694118],[0.45457516],[1.12581699],[0.8624183],-3.0,0.0
257,[1.35112782],[0.05714286],[0.00599499],[0.07605764],[0.84912281],[1.44837093],[2.42280702],-9.0,0.0
258,[1.39619048],[0.02042857],[0.02887619],[0.05486667],[-0.15904762],[1.39714286],[-2.70571429],1.0,1.0
259,[-0.74],[-0.02173333],[0.00673333],[-0.0192],[-0.37333333],[-1.08],[-2.40666667],-7.0,0.0
260,[0.73964912],[0.02046667],[-0.00594386],[0.08838246],[1.78421053],[2.29894737],[1.56280702],-7.0,0.0
261,[-2.61789474],[-0.0179193],[0.06049474],[0.04122456],[-0.63649123],[-0.91719298],[3.36315789],6.0,1.0
262,[-0.72375],[-0.0130125],[-0.07795833],[-0.03],[0.18833333],[1.39166667],[0.75041667],9.0,1.0
263,[0.13684211],[0.02679276],[0.04747368],[-0.04249342],[-1.92401316],[1.20361842],[-0.02467105],-8.0,0.0
264,[0.43987854],[0.04455263],[0.02240688],[0.09596559],[-1.65951417],[1.01639676],[0.96315789],-9.0,0.0
265,[1.74973684],[0.02399737],[0.00268158],[-0.14325789],[1.21605263],[-1.99447368],[-1.34815789],3.0,1.0
266,[1.49555556],[0.05233333],[-0.04172222],[0.06126667],[0.94111111],[1.02222222],[3.25888889],2.0,1.0
267,[1.4377193],[0.02724123],[-0.08025219],[0.063375],[0.52960526],[-0.79254386],[-1.29824561],8.0,1.0
268,[-1.83786765],[-0.04251838],[-0.00480147],[-0.07388235],[-1.65441176],[-0.53970588],[-3.20919118],-36.0,0.0
269,[1.89222222],[0.00972222],[-0.05637778],[0.0752],[0.62111111],[2.16222222],[-2.30888889],-1.0,0.0
270,[0.97555556],[0.02558889],[0.0459],[0.02093333],[-0.27222222],[-1.18111111],[-0.51222222],6.0,1.0
271,[2.83059211],[0.0810625],[-0.07367763],[0.03748026],[0.75328947],[3.15789474],[3.07072368],1.0,1.0
272,[-0.6699095],[-0.04802941],[-0.05409729],[-0.01986652],[1.2561086],[0.40837104],[0.57647059],2.0,1.0
273,[1.8358396],[0.03109524],[-0.02306767],[0.08631579],[1.03182957],[1.80275689],[0.77042607],8.0,1.0
274,[-1.01555556],[-0.00553333],[0.07565556],[-0.00293333],[-0.76777778],[-0.89555556],[0.39444444],-11.0,0.0
275,[1.22577031],[0.02543417],[0.01591597],[-0.01394118],[0.93473389],[0.44089636],[1.14257703],-5.0,0.0
276,[0.7],[0.00137917],[-0.05106667],[0.02105833],[1.24541667],[1.09041667],[1.60958333],11.0,1.0
277,[1.60625],[0.0518125],[0.0535625],[0.0243125],[-1.05],[2.69375],[0.88125],14.0,1.0
278,[-2.32],[-0.04108889],[0.01237778],[0.02317778],[0.52777778],[-1.92444444],[-0.85444444],-7.0,0.0
279,[2.155],[0.02598333],[-0.00988333],[-0.10503333],[1.06833333],[-1.05166667],[-0.43833333],-8.0,0.0
280,[2.71203008],[0.03485714],[-0.08725815],[0.07436341],[2.25087719],[1.78847118],[0.65614035],-5.0,0.0
281,[0.63894737],[-0.01929123],[0.02961053],[-0.09206667],[-0.16877193],[-0.30912281],[-1.16842105],-10.0,0.0
282,[2.65350877],[0.0611886],[-0.01356798],[-0.01099342],[-0.51776316],[0.23903509],[0.36491228],31.0,1.0
283,[0.61666667],[-0.02566667],[-0.14827778],[-0.00266667],[0.3],[1.45],[0.11666667],-39.0,0.0
284,[1.11411765],[0.02950588],[-0.07315686],[0.04388235],[1.8427451],[1.93137255],[3.95960784],17.0,1.0
285,[2.37684211],[0.06266667],[-0.0617193],[0.05937193],[1.76245614],[1.59122807],[2.94280702],-8.0,0.0
286,[-1.07894737],[-0.00715461],[-0.01921053],[0.031875],[-0.87664474],[0.17203947],[-1.68782895],32.0,1.0
287,[4.3445614],[0.08338596],[0.0058386],[0.07670877],[0.95649123],[2.28385965],[-3.04982456],30.0,1.0
288,[0.58958333],[0.00674306],[-0.08473611],[-0.05511111],[-0.65277778],[2.66944444],[0.27152778],15.0,1.0
289,[1.94930556],[0.07072917],[-0.05368056],[0.039375],[-0.06805556],[2.58888889],[3.38680556],-4.0,0.0
290,[1.37529412],[0.02719608],[0.01239216],[-0.01867451],[0.62901961],[0.59803922],[1.77686275],-2.0,0.0
291,[0.55586081],[-0.02259524],[-0.03818132],[-0.03380769],[2.19084249],[0.8492674],[1.71904762],11.0,1.0
292,[0.10745098],[0.00817255],[-0.06755686],[0.04194902],[1.52941176],[1.28470588],[2.62627451],7.0,1.0
293,[-1.97894737],[-0.03721053],[0.09010526],[-0.05084211],[-0.80526316],[-1.22631579],[2.19473684],-21.0,0.0
294,[0.37894737],[0.00577544],[0.07027719],[-0.05293333],[-0.36877193],[-1.26245614],[0.07824561],-30.0,0.0
295,[1.77291667],[0.02927083],[-0.10266667],[0.000375],[-0.0375],[-0.88333333],[-0.82291667],-8.0,0.0
296,[-1.34444444],[-0.0155],[0.05827778],[0.04411111],[0.25555556],[-3.10555556],[-1.36666667],4.0,1.0
297,[-0.51815789],[0.01495],[-0.04510263],[0.14520526],[0.32078947],[1.56289474],[0.97447368],4.0,1.0
298,[0.6725],[-0.01338333],[0.0315875],[-0.01212917],[-0.21416667],[1.00041667],[-2.9],27.0,1.0
299,[0.4997076],[0.03266374],[0.06947953],[0.04182456],[-0.24883041],[1.1005848],[2.28538012],3.0,1.0
300,[-0.13684211],[-0.02679276],[-0.04747368],[0.04249342],[1.92401316],[-1.20361842],[0.02467105],3.0,1.0
301,[0.75555556],[0.0306],[-0.03498889],[0.04206667],[0.56777778],[-0.05777778],[0.85222222],-5.0,0.0
302,[0.],[0.],[0.],[0.],[0.],[0.],[0.],-11.0,0.0
303,[-1.91111111],[-0.06369444],[-0.07206944],[-0.01404167],[-0.05972222],[1.89722222],[-0.15555556],-22.0,0.0
304,[0.78375],[0.02547917],[0.08595833],[0.02926667],[0.57166667],[-0.09166667],[2.00958333],-7.0,0.0
305,[-0.64538462],[0.0333],[0.04970513],[0.03780769],[-1.12512821],[0.29358974],[0.40666667],-28.0,0.0
306,[2.42941176],[0.04423529],[-0.06876471],[0.02594118],[1.71176471],[1.22941176],[2.97647059],-21.0,0.0
307,[4.78421053],[0.09405263],[-0.04610526],[0.10815789],[2.14736842],[2.68947368],[0.42631579],8.0,1.0
308,[-1.47946429],[-0.02391964],[0.07967262],[0.03857738],[0.09583333],[-1.70952381],[-0.64791667],-29.0,0.0
309,[-0.84982456],[-0.00242807],[0.01674035],[-0.04330175],[-0.60526316],[1.86736842],[0.60491228],-20.0,0.0
310,[0.33047619],[0.0450381],[0.03745714],[0.06306667],[0.47904762],[-0.03047619],[3.01904762],18.0,1.0
311,[-0.01111111],[-0.00363194],[0.01516667],[0.020125],[1.04652778],[-0.51736111],[0.11736111],6.0,1.0
312,[2.20661765],[0.05045588],[-0.01563603],[0.09081985],[1.04191176],[1.75845588],[1.95294118],8.0,1.0
313,[2.39192982],[0.04238596],[0.01310175],[0.11702456],[0.3722807],[3.26280702],[-0.02350877],-3.0,0.0
314,[0.66794872],[0.05305556],[0.04292735],[0.01269658],[-1.96623932],[1.57136752],[-0.07222222],1.0,1.0
315,[4.24298246],[0.08408333],[-0.03625219],[0.12069079],[1.87171053],[0.67061404],[1.32280702],-20.0,0.0
316,[-0.38015873],[-0.01446825],[-0.02106349],[0.03228571],[-0.43888889],[0.77936508],[0.51111111],-4.0,0.0
317,[-0.33519737],[-0.00202961],[0.02241447],[0.063],[0.56710526],[0.09078947],[-0.47532895],-16.0,0.0
318,[0.06],[0.01246667],[0.008],[-0.00073333],[0.76],[1.3],[2.76],-1.0,0.0
319,[-0.12573099],[-0.02316082],[-0.06264035],[0.02236842],[0.87748538],[-0.68625731],[-0.09269006],-24.0,0.0
320,[-0.20289474],[-0.01700263],[0.00994474],[-0.10294211],[0.63184211],[-1.01552632],[1.67815789],11.0,1.0
321,[0.34305556],[0.01891667],[-0.10724306],[0.0150625],[0.98194444],[-0.10486111],[2.50555556],5.0,1.0
322,[-0.25634675],[0.00031269],[0.0511517],[-0.01505882],[-0.6244582],[-0.78049536],[0.70804954],-17.0,0.0
323,[1.75950226],[-0.00379412],[-0.12286199],[0.00607466],[2.9678733],[1.63778281],[3.55294118],4.0,1.0
324,[1.33333333],[0.01186806],[-0.04311111],[-0.02398611],[0.79097222],[2.58819444],[1.48402778],-2.0,0.0
325,[-1.14526316],[-0.0237193],[0.01929825],[-0.05742456],[-0.22561404],[-2.02280702],[-3.31649123],-19.0,0.0
326,[0.9968254],[-0.01119841],[-0.12721429],[-0.03495238],[0.73888889],[0.67063492],[-0.39444444],-10.0,0.0
327,[2.07666667],[0.00795],[-0.05064167],[-0.02869167],[0.36083333],[-1.10166667],[-2.46666667],10.0,1.0
328,[0.74239766],[-0.00250585],[-0.08563743],[-0.02503509],[-0.57748538],[2.13625731],[0.20935673],-34.0,0.0
329,[0.25634675],[-0.00031269],[-0.0511517],[0.01505882],[0.6244582],[0.78049536],[-0.70804954],-8.0,0.0
330,[-0.04375],[-0.00374583],[-0.09269167],[-0.01006667],[-0.19833333],[1.17166667],[0.39708333],-6.0,0.0
331,[3.03789474],[0.05225263],[-0.0345614],[0.01784211],[0.04982456],[-0.25614035],[-2.46982456],5.0,1.0
332,[0.79291667],[0.00027083],[0.04435833],[0.08149167],[1.15583333],[-0.32666667],[-3.46791667],-7.0,0.0
333,[-2.09192982],[-0.03258596],[0.03289825],[-0.06009123],[0.22105263],[-1.36947368],[-1.88982456],-20.0,0.0
334,[-1.68631579],[-0.02933333],[0.01954386],[-0.09104912],[-1.33754386],[-1.64561404],[-0.13614035],-12.0,0.0
335,[-1.09411765],[-0.03739338],[0.03682353],[-0.04275735],[-0.21066176],[-0.62095588],[-1.99669118],-13.0,0.0
336,[0.88128655],[0.01033333],[-0.01999708],[-0.00189474],[0.82134503],[0.56900585],[-0.31608187],-11.0,0.0
337,[-0.07836538],[-0.0463125],[-0.12766346],[-0.06780769],[1.31346154],[1.09807692],[0.34375],-7.0,0.0
338,[1.82708333],[0.05061806],[-0.01073611],[-0.04773611],[-1.09027778],[4.14444444],[2.40902778],15.0,1.0
339,[-2.36561404],[-0.04617544],[-0.09594386],[-0.02586667],[-0.15122807],[-1.05754386],[0.85508772],-8.0,0.0
340,[-0.88128655],[-0.01033333],[0.01999708],[0.00189474],[-0.82134503],[-0.56900585],[0.31608187],26.0,1.0
341,[-0.05982906],[0.01188889],[-0.04707265],[0.05414103],[-1.41068376],[-0.08418803],[-1.32222222],-22.0,0.0
342,[1.47213622],[0.03363467],[0.01553251],[-0.0593096],[-0.42291022],[1.8120743],[0.95510836],4.0,1.0
343,[0.68],[0.00926667],[-0.01473333],[0.01993333],[-0.38666667],[-0.22],[-0.35333333],4.0,1.0
344,[2.07218045],[0.05919549],[0.04115288],[0.03379449],[-0.10350877],[0.90100251],[-0.22982456],-7.0,0.0
345,[0.12063492],[-0.01496032],[-0.06302381],[-0.023],[-0.48015873],[0.68492063],[-0.28015873],11.0,1.0
346,[-3.50333333],[-0.06361667],[0.03030833],[-0.03230833],[-0.0875],[1.62833333],[0.24],-3.0,0.0
347,[1.77605263],[0.02020789],[-0.08016053],[-0.0521],[1.43710526],[0.21078947],[-0.51657895],8.0,1.0
348,[1.09005848],[0.01078655],[0.00404386],[-0.052],[-0.16988304],[0.34532164],[1.57046784],-11.0,0.0
349,[-1.72631579],[-0.0496875],[-0.02478947],[-0.08919079],[-0.46546053],[-1.63519737],[-0.93322368],-13.0,0.0
350,[-0.30375],[0.02132083],[-0.052025],[0.02906667],[-0.39833333],[0.21833333],[1.64375],15.0,1.0
351,[-1.05411765],[-0.01703922],[0.08115686],[-0.04461569],[-1.0827451],[-0.63137255],[-1.19960784],-45.0,0.0
352,[0.50694444],[0.04236111],[0.15429861],[0.03060417],[-0.51527778],[0.20486111],[-0.27777778],2.0,1.0
353,[-0.22807018],[-0.00850292],[-0.02052047],[0.08326901],[0.30672515],[-0.55497076],[1.03538012],-13.0,0.0
354,[2.65350877],[0.0611886],[-0.01356798],[-0.01099342],[-0.51776316],[0.23903509],[0.36491228],-20.0,0.0
355,[2.32196078],[0.03606275],[-0.00120784],[-0.01600784],[0.18235294],[-0.05529412],[0.35019608],9.0,1.0
356,[1.98666667],[0.0404],[0.02566667],[0.0788],[0.52],[2.32],[-0.93333333],10.0,1.0
357,[-0.87619048],[-0.0037619],[0.06419048],[0.01195238],[-1.21904762],[0.01428571],[0.11428571],-1.0,0.0
358,[-1.15913462],[0.0024375],[0.05366346],[0.06043269],[-0.87596154],[-2.57307692],[-2.48125],-13.0,0.0
359,[1.01555556],[0.00553333],[-0.07565556],[0.00293333],[0.76777778],[0.89555556],[-0.39444444],-31.0,0.0
360,[-4.24298246],[-0.08408333],[0.03625219],[-0.12069079],[-1.87171053],[-0.67061404],[-1.32280702],-10.0,0.0
361,[-0.22083333],[0.00119444],[0.06429861],[0.07204861],[0.04027778],[-1.45069444],[-1.52777778],-7.0,0.0
362,[-1.74973684],[-0.02399737],[-0.00268158],[0.14325789],[-1.21605263],[1.99447368],[1.34815789],2.0,1.0
363,[1.09005848],[0.01078655],[0.00404386],[-0.052],[-0.16988304],[0.34532164],[1.57046784],-4.0,0.0
364,[-0.10745098],[-0.00817255],[0.06755686],[-0.04194902],[-1.52941176],[-1.28470588],[-2.62627451],-30.0,0.0
365,[1.09930556],[0.00945139],[-0.10073611],[-0.00629167],[-0.53472222],[2.48888889],[1.15902778],2.0,1.0
366,[1.74631579],[0.0418],[-0.01154386],[0.09031579],[2.09754386],[2.94561404],[2.89614035],-17.0,0.0
367,[2.62196078],[0.04586275],[0.04479216],[0.04092549],[0.77568627],[1.83803922],[-1.56313725],3.0,1.0
368,[-2.35789474],[-0.04298596],[0.01982807],[0.00209123],[-0.43649123],[0.03614035],[2.11649123],6.0,1.0
369,[1.25789474],[0.03515789],[-0.12526316],[0.09310526],[1.75789474],[1.77368421],[0.45789474],6.0,1.0
370,[-0.74375],[-0.005125],[-0.041625],[-0.031125],[-1.44375],[0.08125],[-1.2125],-7.0,0.0
371,[-0.55586081],[0.02259524],[0.03818132],[0.03380769],[-2.19084249],[-0.8492674],[-1.71904762],15.0,1.0
372,[-0.09684211],[-0.0064386],[-0.00314035],[0.04063509],[1.05192982],[-1.21403509],[0.82175439],-5.0,0.0
373,[1.7425],[0.0143],[-0.0821375],[-0.1320375],[1.4825],[-1.09875],[1.215],8.0,1.0
374,[-1.25789474],[-0.03515789],[0.12526316],[-0.09310526],[-1.75789474],[-1.77368421],[-0.45789474],-11.0,0.0
375,[-0.89529412],[0.01960392],[0.02154118],[0.07700784],[-0.45568627],[-0.47137255],[1.87647059],12.0,1.0
376,[-0.43987854],[-0.04455263],[-0.02240688],[-0.09596559],[1.65951417],[-1.01639676],[-0.96315789],11.0,1.0
377,[0.72777778],[0.04116667],[0.09],[-0.04144444],[-0.55555556],[1.65555556],[1.25],14.0,1.0
378,[-2.55666667],[-0.05475],[0.01670833],[-0.02964167],[-0.53416667],[0.975],[-1.18666667],1.0,1.0
379,[-0.84982456],[-0.00242807],[0.01674035],[-0.04330175],[-0.60526316],[1.86736842],[0.60491228],1.0,1.0
380,[2.07983193],[0.02256303],[-0.14887115],[0.02792997],[1.99607843],[0.77422969],[1.71960784],16.0,1.0
381,[2.03041667],[0.04414583],[0.11835833],[0.08886667],[0.71833333],[1.14833333],[-1.33041667],7.0,1.0
382,[0.51375],[0.0308625],[-0.00395833],[-0.022625],[-0.24916667],[2.86666667],[2.88791667],-5.0,0.0
383,[0.71111111],[0.00501111],[-0.06623333],[0.00093333],[0.19888889],[1.60777778],[1.49222222],-8.0,0.0
384,[-3.05789474],[-0.04436513],[0.07089474],[-0.01896711],[-1.68190789],[-1.05427632],[0.50690789],-11.0,0.0
385,[-2.39192982],[-0.04238596],[-0.01310175],[-0.11702456],[-0.3722807],[-3.26280702],[0.02350877],5.0,1.0
386,[-0.37660819],[-0.02482456],[0.10526608],[-0.095],[-0.93654971],[-1.20467836],[-0.77397661],-12.0,0.0
387,[0.09323308],[0.02198496],[0.13125815],[-0.01704762],[-0.90877193],[-0.32531328],[1.96491228],-20.0,0.0
388,[-4.58131579],[-0.07705],[0.03616053],[-0.00521579],[-2.77921053],[-1.67394737],[-2.10447368],1.0,1.0
389,[1.53411765],[0.06383922],[-0.04722353],[0.10294902],[1.25607843],[0.75803922],[4.85294118],6.0,1.0
390,[-2.49666667],[-0.04228333],[0.02470833],[-0.030375],[0.22583333],[2.275],[1.57333333],2.0,1.0
391,[0.72973856],[0.03614052],[0.10116993],[-0.03427451],[0.15457516],[-0.32418301],[0.74575163],-6.0,0.0
392,[1.24934211],[0.03985526],[0.06866118],[0.00556908],[-1.09276316],[2.34111842],[-0.06842105],4.0,1.0
393,[-0.03461538],[-0.04256667],[-0.03497179],[-0.05774103],[1.51179487],[-0.07358974],[-0.05333333],-4.0,0.0
394,[3.06900585],[0.04799708],[-0.0860614],[-0.00115789],[0.63538012],[1.57163743],[-0.62426901],-19.0,0.0
395,[1.22380952],[0.03046032],[0.00474603],[-0.02111111],[0.22460317],[2.42063492],[1.6468254],-7.0,0.0
396,[0.45375],[0.01839583],[-0.01195833],[-0.02189167],[-1.00916667],[1.56666667],[0.12791667],20.0,1.0
397,[2.17306502],[0.04454799],[-0.017613],[0.01088235],[1.0873065],[0.44891641],[3.68452012],-1.0,0.0
398,[-0.03111111],[0.00425556],[0.0515],[0.019],[-0.58555556],[-1.82777778],[-1.84555556],-9.0,0.0
399,[1.28666667],[0.03902083],[0.07673333],[0.05774167],[-0.72541667],[1.22958333],[-2.54291667],5.0,1.0
400,[-0.00723684],[-0.00969737],[-0.08481908],[0.01122039],[0.26644737],[0.89572368],[2.56315789],-12.0,0.0
401,[-1.94930556],[-0.07072917],[0.05368056],[-0.039375],[0.06805556],[-2.58888889],[-3.38680556],-19.0,0.0
402,[-0.09323308],[-0.02198496],[-0.13125815],[0.01704762],[0.90877193],[0.32531328],[-1.96491228],-2.0,0.0
403,[0.71180556],[0.02685417],[-0.12768056],[0.032],[0.36944444],[1.11388889],[1.24930556],-5.0,0.0
404,[-0.63894737],[0.01929123],[-0.02961053],[0.09206667],[0.16877193],[0.30912281],[1.16842105],-16.0,0.0
405,[-0.72777778],[-0.04116667],[-0.09],[0.04144444],[0.55555556],[-1.65555556],[-1.25],-16.0,0.0
406,[1.74631579],[0.0418],[-0.01154386],[0.09031579],[2.09754386],[2.94561404],[2.89614035],4.0,1.0
407,[-1.7425],[-0.0143],[0.0821375],[0.1320375],[-1.4825],[1.09875],[-1.215],-14.0,0.0
408,[-1.85128205],[-0.07558333],[-0.02499679],[-0.06818269],[1.35096154],[1.98141026],[1.16666667],-7.0,0.0
409,[1.72260062],[0.03752322],[-0.03895356],[0.03578328],[0.18080495],[0.44582043],[-1.48668731],-10.0,0.0
410,[-0.24636591],[-0.0082005],[0.00038346],[0.04536842],[1.35764411],[-1.37117794],[0.18746867],-2.0,0.0
411,[-2.62196078],[-0.04586275],[-0.04479216],[-0.04092549],[-0.77568627],[-1.83803922],[1.56313725],-10.0,0.0
412,[1.91111111],[0.06369444],[0.07206944],[0.01404167],[0.05972222],[-1.89722222],[0.15555556],16.0,1.0
413,[0.97555556],[0.02558889],[0.0459],[0.02093333],[-0.27222222],[-1.18111111],[-0.51222222],2.0,1.0
414,[-0.40526316],[-0.00198596],[0.01256491],[-0.03822456],[0.1477193],[-0.94280702],[-0.90982456],12.0,1.0
415,[2.855],[0.0273625],[-0.06095],[-0.083975],[2.31375],[0.03875],[1.17125],-4.0,0.0
416,[0.46984127],[0.04680952],[0.02599206],[0.07795238],[0.02777778],[0.87936508],[2.73888889],-2.0,0.0
417,[-2.83881579],[-0.06275],[-0.04597697],[-0.13725329],[-1.29671053],[-2.77269737],[-0.88947368],-2.0,0.0
418,[-1.89684211],[-0.01586667],[0.09565263],[-0.0010386],[-1.58912281],[-1.4645614],[0.71052632],25.0,1.0
419,[0.64538462],[-0.0333],[-0.04970513],[-0.03780769],[1.12512821],[-0.29358974],[-0.40666667],-4.0,0.0
420,[1.97894737],[0.03721053],[-0.09010526],[0.05084211],[0.80526316],[1.22631579],[-2.19473684],19.0,1.0
421,[0.09684211],[0.0064386],[0.00314035],[-0.04063509],[-1.05192982],[1.21403509],[-0.82175439],-13.0,0.0
422,[-1.82708333],[-0.05061806],[0.01073611],[0.04773611],[1.09027778],[-4.14444444],[-2.40902778],-21.0,0.0
423,[0.37894737],[0.00577544],[0.07027719],[-0.05293333],[-0.36877193],[-1.26245614],[0.07824561],-9.0,0.0
424,[2.36561404],[0.04617544],[0.09594386],[0.02586667],[0.15122807],[1.05754386],[-0.85508772],-6.0,0.0
425,[-2.52777778],[-0.03802778],[0.07620833],[-0.011375],[-0.35972222],[0.44722222],[-0.27222222],12.0,1.0
426,[0.23003096],[0.00347678],[0.0316904],[-0.07609907],[0.40340557],[-1.4247678],[-1.53962848],-34.0,0.0
427,[-1.09619048],[-0.01062857],[0.01712381],[0.00206667],[0.75238095],[0.49619048],[0.79238095],-17.0,0.0
428,[2.415],[0.00091667],[-0.05055],[-0.14416667],[1.26833333],[-0.09833333],[-1.685],-7.0,0.0
429,[-1.98666667],[-0.0404],[-0.02566667],[-0.0788],[-0.52],[-2.32],[0.93333333],-3.0,0.0
430,[-1.8358396],[-0.03109524],[0.02306767],[-0.08631579],[-1.03182957],[-1.80275689],[-0.77042607],2.0,1.0
431,[-3.61078431],[-0.07178922],[0.0978652],[-0.07425735],[-1.61691176],[0.34362745],[-2.38627451],-9.0,0.0
432,[0.58555556],[-0.02141111],[-0.09677778],[0.01633333],[-0.28555556],[-0.37777778],[-1.72888889],-24.0,0.0
