,Unnamed: 0,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
992,13044,21700759,2018-01-31,CHI @ POR,POR,t,W,29.0,22.0,0.569,240,46.0,82.0,0.561,15.0,32.0,0.469,17.0,20.0,1.0,5.0,43.0,48,21.0,3.0,6.0,17.0,19.0,124,CHI,2017,Regular Season,2017-18
994,13046,21700708,2018-01-24,MIN @ POR,POR,t,W,26.0,22.0,0.542,240,45.0,82.0,0.5489999999999999,17.0,31.0,0.5479999999999999,16.0,21.0,1.0,6.0,31.0,37,24.0,4.0,1.0,10.0,16.0,123,MIN,2017,Regular Season,2017-18
997,13049,21700333,2017-12-02,NOP @ POR,POR,t,L,13.0,10.0,0.565,240,47.0,105.0,0.448,11.0,35.0,0.314,11.0,11.0,1.0,9.0,35.0,44,20.0,6.0,3.0,4.0,17.0,116,NOP,2017,Regular Season,2017-18
998,13050,21700316,2017-11-30,MIL @ POR,POR,t,L,13.0,9.0,0.591,240,35.0,83.0,0.422,6.0,23.0,0.261,15.0,17.0,1.0,10.0,40.0,50,17.0,5.0,3.0,19.0,14.0,91,MIL,2017,Regular Season,2017-18
999,13051,21700213,2017-11-15,ORL @ POR,POR,t,W,8.0,6.0,0.5710000000000001,240,38.0,87.0,0.4370000000000001,14.0,27.0,0.519,9.0,13.0,1.0,10.0,31.0,41,21.0,7.0,2.0,12.0,10.0,99,ORL,2017,Regular Season,2017-18
1000,13052,21700176,2017-11-10,BKN @ POR,POR,t,L,6.0,6.0,0.5,240,40.0,95.0,0.421,8.0,23.0,0.348,9.0,11.0,1.0,12.0,39.0,51,17.0,4.0,4.0,10.0,17.0,97,BRK,2017,Regular Season,2017-18
1001,13055,21700118,2017-11-02,LAL @ POR,POR,t,W,5.0,4.0,0.556,240,40.0,86.0,0.465,9.0,22.0,0.409,24.0,27.0,1.0,10.0,31.0,41,22.0,7.0,4.0,12.0,21.0,113,LAL,2017,Regular Season,2017-18
1002,13056,21700068,,LAC @ POR,POR,t,L,3.0,2.0,0.6,240,35.0,89.0,0.393,14.0,31.0,0.452,19.0,22.0,1.0,16.0,28.0,44,19.0,5.0,4.0,9.0,26.0,103,LAC,2017,Regular Season,2017-18
1003,13057,11700074,,MAC @ POR,POR,t,W,5.0,1.0,0.833,240,43.0,78.0,0.551,15.0,25.0,0.6,28.0,36.0,1.0,10.0,31.0,41,26.0,6.0,6.0,12.0,17.0,129,93,2017,Pre Season,2017-18
1005,13059,11700027,,TOR @ POR,POR,t,W,1.0,1.0,0.5,240,38.0,89.0,0.4270000000000001,14.0,35.0,0.4,16.0,18.0,1.0,11.0,36.0,47,20.0,9.0,6.0,17.0,30.0,106,TOR,2017,Pre Season,2017-18
1007,13061,41700161,2018-04-14,NOP @ POR,POR,t,L,0.0,1.0,0.0,240,37.0,98.0,0.378,12.0,39.0,0.308,9.0,12.0,1.0,15.0,37.0,52,17.0,10.0,6.0,12.0,15.0,95,NOP,2017,Playoffs,2017-18
1010,13064,21701077,2018-03-22,ATL @ SAC,SAC,t,W,24.0,49.0,0.329,240,43.0,93.0,0.462,10.0,21.0,0.476,9.0,9.0,1.0,12.0,39.0,51,28.0,8.0,9.0,13.0,18.0,105,ATL,2017,Regular Season,2017-18
1011,13065,21701057,2018-03-19,DET @ SAC,SAC,t,L,23.0,49.0,0.319,240,40.0,88.0,0.455,6.0,23.0,0.261,4.0,9.0,0.0,8.0,31.0,39,23.0,7.0,3.0,13.0,21.0,90,DET,2017,Regular Season,2017-18
1013,13069,21700906,2018-02-26,MIN @ SAC,SAC,t,L,18.0,42.0,0.3,240,40.0,84.0,0.476,8.0,22.0,0.364,12.0,13.0,1.0,8.0,23.0,31,22.0,5.0,3.0,14.0,23.0,100,MIN,2017,Regular Season,2017-18
1015,13073,21700552,2018-01-02,CHA @ SAC,SAC,t,L,12.0,25.0,0.324,240,45.0,87.0,0.517,7.0,17.0,0.412,14.0,18.0,1.0,16.0,31.0,47,22.0,1.0,2.0,15.0,19.0,111,CHO,2017,Regular Season,2017-18
1016,13074,21700543,2017-12-31,MEM @ SAC,SAC,t,L,12.0,24.0,0.333,240,37.0,86.0,0.43,9.0,24.0,0.375,13.0,25.0,1.0,12.0,30.0,42,20.0,6.0,2.0,16.0,21.0,96,MEM,2017,Regular Season,2017-18
1017,13075,21700385,2017-12-10,TOR @ SAC,SAC,t,L,8.0,18.0,0.308,240,35.0,73.0,0.479,10.0,23.0,0.435,7.0,14.0,0.0,7.0,35.0,42,15.0,7.0,6.0,21.0,17.0,87,TOR,2017,Regular Season,2017-18
1018,13076,21700302,2017-11-28,MIL @ SAC,SAC,t,L,6.0,15.0,0.28600000000000003,240,31.0,77.0,0.403,5.0,17.0,0.294,20.0,29.0,1.0,9.0,31.0,40,15.0,5.0,2.0,16.0,21.0,87,MIL,2017,Regular Season,2017-18
1019,13077,21700251,2017-11-20,DEN @ SAC,SAC,t,L,4.0,13.0,0.235,240,41.0,86.0,0.477,8.0,20.0,0.4,8.0,9.0,1.0,5.0,29.0,34,18.0,11.0,6.0,12.0,19.0,98,DEN,2017,Regular Season,2017-18
1020,13081,21700158,2017-11-07,OKC @ SAC,SAC,t,W,2.0,8.0,0.2,240,37.0,79.0,0.468,9.0,24.0,0.375,11.0,12.0,1.0,5.0,42.0,47,21.0,6.0,5.0,23.0,24.0,94,OKC,2017,Regular Season,2017-18
1021,13082,21700069,,NOP @ SAC,SAC,t,L,1.0,4.0,0.2,240,38.0,81.0,0.469,7.0,20.0,0.35,23.0,25.0,1.0,5.0,29.0,34,25.0,7.0,5.0,12.0,17.0,106,NOP,2017,Regular Season,2017-18
1022,13083,21700013,,HOU @ SAC,SAC,t,L,0.0,1.0,0.0,240,42.0,88.0,0.477,8.0,23.0,0.348,8.0,10.0,1.0,9.0,33.0,42,19.0,5.0,4.0,17.0,20.0,100,HOU,2017,Regular Season,2017-18
1023,13084,11700053,,POR @ SAC,SAC,t,L,1.0,3.0,0.25,240,32.0,82.0,0.39,8.0,19.0,0.421,11.0,14.0,1.0,9.0,30.0,39,20.0,5.0,4.0,17.0,30.0,83,POR,2017,Pre Season,2017-18
1025,13086,21701198,2018-04-08,DAL @ PHI,PHI,t,W,50.0,30.0,0.625,240,46.0,91.0,0.505,8.0,27.0,0.29600000000000004,9.0,14.0,1.0,9.0,43.0,52,32.0,9.0,4.0,10.0,19.0,109,DAL,2017,Regular Season,2017-18
1026,13087,21701118,2018-03-28,NYK @ PHI,PHI,t,W,44.0,30.0,0.595,240,45.0,98.0,0.459,9.0,31.0,0.29,19.0,27.0,1.0,14.0,44.0,58,34.0,9.0,3.0,12.0,19.0,118,NYK,2017,Regular Season,2017-18
1027,13088,21701052,2018-03-19,CHA @ PHI,PHI,t,W,39.0,30.0,0.565,240,42.0,93.0,0.452,18.0,44.0,0.409,6.0,8.0,1.0,17.0,43.0,60,30.0,5.0,6.0,15.0,22.0,108,CHO,2017,Regular Season,2017-18
1028,13089,21701030,2018-03-16,BKN @ PHI,PHI,t,W,38.0,30.0,0.5589999999999999,240,43.0,95.0,0.453,12.0,27.0,0.444,22.0,26.0,1.0,13.0,29.0,42,30.0,9.0,3.0,5.0,21.0,120,BRK,2017,Regular Season,2017-18
1030,13091,21700927,2018-03-02,CHA @ PHI,PHI,t,W,34.0,27.0,0.557,240,41.0,81.0,0.506,9.0,24.0,0.375,19.0,25.0,1.0,7.0,39.0,46,27.0,4.0,5.0,11.0,22.0,110,CHO,2017,Regular Season,2017-18
1032,13093,21700678,2018-01-20,MIL @ PHI,PHI,t,W,22.0,20.0,0.524,240,45.0,85.0,0.529,10.0,25.0,0.4,16.0,19.0,1.0,11.0,34.0,45,32.0,9.0,4.0,16.0,18.0,116,MIL,2017,Regular Season,2017-18
1033,13094,21700569,2018-01-05,DET @ PHI,PHI,t,W,19.0,19.0,0.5,240,44.0,90.0,0.489,14.0,30.0,0.467,12.0,13.0,1.0,13.0,42.0,55,29.0,5.0,4.0,12.0,17.0,114,DET,2017,Regular Season,2017-18
1038,13101,21700121,2017-11-03,IND @ PHI,PHI,t,W,5.0,4.0,0.556,240,46.0,92.0,0.5,18.0,36.0,0.5,11.0,14.0,1.0,12.0,38.0,50,34.0,7.0,9.0,18.0,20.0,121,IND,2017,Regular Season,2017-18
1042,13105,11700017,,MEM @ PHI,PHI,t,L,0.0,1.0,0.0,240,31.0,89.0,0.348,11.0,30.0,0.3670000000000001,16.0,19.0,1.0,3.0,37.0,40,19.0,6.0,9.0,14.0,22.0,89,MEM,2017,Pre Season,2017-18
1045,13108,41700121,2018-04-14,MIA @ PHI,PHI,t,W,1.0,0.0,1.0,240,45.0,95.0,0.474,18.0,28.0,0.643,22.0,29.0,1.0,17.0,33.0,50,34.0,9.0,4.0,10.0,23.0,130,MIA,2017,Playoffs,2017-18
1046,13109,21701189,2018-04-06,NOP @ PHX,PHO,t,L,20.0,60.0,0.25,240,37.0,94.0,0.394,9.0,33.0,0.273,20.0,26.0,1.0,12.0,36.0,48,20.0,8.0,4.0,14.0,18.0,103,NOP,2017,Regular Season,2017-18
1047,13110,21701167,2018-04-03,SAC @ PHX,PHO,t,W,20.0,59.0,0.253,240,35.0,77.0,0.455,6.0,17.0,0.353,21.0,33.0,1.0,6.0,46.0,52,18.0,6.0,5.0,14.0,22.0,97,SAC,2017,Regular Season,2017-18
1048,13111,21701122,2018-03-28,LAC @ PHX,PHO,t,L,19.0,57.0,0.25,240,38.0,88.0,0.4320000000000001,10.0,34.0,0.294,13.0,18.0,1.0,9.0,30.0,39,17.0,13.0,4.0,14.0,20.0,99,LAC,2017,Regular Season,2017-18
1049,13112,21701107,2018-03-26,BOS @ PHX,PHO,t,L,19.0,56.0,0.253,240,36.0,81.0,0.444,12.0,35.0,0.343,10.0,19.0,1.0,11.0,36.0,47,18.0,8.0,5.0,15.0,18.0,94,BOS,2017,Regular Season,2017-18
1050,13113,21701063,2018-03-20,DET @ PHX,PHO,t,L,19.0,53.0,0.264,240,34.0,90.0,0.378,7.0,34.0,0.206,13.0,20.0,1.0,12.0,37.0,49,22.0,1.0,8.0,19.0,16.0,88,DET,2017,Regular Season,2017-18
1051,13116,21700810,2018-02-07,SAS @ PHX,PHO,t,L,18.0,38.0,0.321,240,33.0,97.0,0.34,3.0,32.0,0.094,12.0,18.0,1.0,11.0,33.0,44,15.0,8.0,4.0,11.0,23.0,81,SAS,2017,Regular Season,2017-18
1055,13123,21700551,2018-01-02,ATL @ PHX,PHO,t,W,15.0,24.0,0.385,240,39.0,77.0,0.506,7.0,22.0,0.318,19.0,26.0,1.0,11.0,36.0,47,24.0,7.0,4.0,21.0,22.0,104,ATL,2017,Regular Season,2017-18
1056,13124,21700216,2017-11-16,HOU @ PHX,PHO,t,L,5.0,11.0,0.313,240,47.0,104.0,0.452,10.0,30.0,0.333,12.0,21.0,1.0,16.0,31.0,47,28.0,9.0,5.0,14.0,22.0,116,HOU,2017,Regular Season,2017-18
1057,13127,21700147,2017-11-06,BKN @ PHX,PHO,t,L,4.0,7.0,0.364,240,30.0,86.0,0.349,6.0,25.0,0.24,26.0,35.0,1.0,14.0,38.0,52,13.0,8.0,7.0,17.0,29.0,92,BRK,2017,Regular Season,2017-18
1061,13134,21701210,2018-04-09,SAC @ SAS,SAS,t,W,47.0,34.0,0.58,240,34.0,82.0,0.415,6.0,27.0,0.222,24.0,29.0,1.0,11.0,34.0,45,18.0,6.0,6.0,8.0,14.0,98,SAC,2017,Regular Season,2017-18
1064,13137,21701085,2018-03-23,UTA @ SAS,SAS,t,W,43.0,30.0,0.589,265,47.0,92.0,0.511,7.0,17.0,0.412,23.0,27.0,1.0,11.0,38.0,49,21.0,9.0,7.0,13.0,25.0,124,UTA,2017,Regular Season,2017-18
1065,13138,21701042,2018-03-17,MIN @ SAS,SAS,t,W,40.0,30.0,0.5710000000000001,240,49.0,96.0,0.51,6.0,26.0,0.231,13.0,14.0,1.0,14.0,27.0,41,32.0,11.0,8.0,5.0,17.0,117,MIN,2017,Regular Season,2017-18
1067,13140,21700940,2018-03-03,LAL @ SAS,SAS,t,L,36.0,27.0,0.5710000000000001,240,44.0,98.0,0.449,7.0,30.0,0.233,17.0,20.0,1.0,12.0,38.0,50,28.0,10.0,5.0,16.0,19.0,112,LAL,2017,Regular Season,2017-18
1074,13147,21700781,2018-02-03,UTA @ SAS,SAS,t,L,34.0,21.0,0.618,240,44.0,91.0,0.484,10.0,26.0,0.385,13.0,18.0,1.0,11.0,25.0,36,25.0,9.0,5.0,12.0,27.0,111,UTA,2017,Regular Season,2017-18
1075,13148,21700764,2018-02-01,HOU @ SAS,SAS,t,L,34.0,20.0,0.63,240,35.0,83.0,0.422,6.0,24.0,0.25,15.0,17.0,1.0,9.0,37.0,46,21.0,7.0,5.0,16.0,12.0,91,HOU,2017,Regular Season,2017-18
1077,13152,21700348,2017-12-04,DET @ SAS,SAS,t,W,16.0,8.0,0.667,240,35.0,82.0,0.4270000000000001,14.0,31.0,0.452,12.0,12.0,1.0,10.0,41.0,51,30.0,2.0,7.0,16.0,20.0,96,DET,2017,Regular Season,2017-18
1079,13154,21700311,2017-11-29,MEM @ SAS,SAS,t,W,14.0,7.0,0.667,240,38.0,75.0,0.507,8.0,20.0,0.4,20.0,24.0,1.0,5.0,27.0,32,22.0,9.0,5.0,8.0,17.0,104,MEM,2017,Regular Season,2017-18
1080,13155,21700250,2017-11-20,ATL @ SAS,SAS,t,W,11.0,6.0,0.647,240,40.0,89.0,0.449,10.0,31.0,0.32299999999999995,6.0,6.0,1.0,14.0,38.0,52,29.0,7.0,5.0,18.0,17.0,96,ATL,2017,Regular Season,2017-18
1081,13156,21700154,2017-11-07,LAC @ SAS,SAS,t,W,7.0,4.0,0.636,240,45.0,84.0,0.536,15.0,28.0,0.536,15.0,19.0,1.0,11.0,28.0,39,33.0,13.0,3.0,13.0,21.0,120,LAC,2017,Regular Season,2017-18
1084,13159,21701151,2018-04-01,UTA @ MIN,MIN,t,L,44.0,34.0,0.564,240,38.0,90.0,0.422,8.0,24.0,0.333,13.0,14.0,1.0,7.0,25.0,32,19.0,10.0,1.0,12.0,17.0,97,UTA,2017,Regular Season,2017-18
1090,13170,21700548,2018-01-01,LAL @ MIN,MIN,t,W,24.0,14.0,0.632,240,40.0,81.0,0.494,7.0,20.0,0.35,27.0,30.0,1.0,7.0,34.0,41,26.0,14.0,5.0,17.0,24.0,114,LAL,2017,Regular Season,2017-18
1092,13172,21700510,2017-12-27,DEN @ MIN,MIN,t,W,22.0,13.0,0.629,265,47.0,90.0,0.522,12.0,29.0,0.414,22.0,30.0,1.0,7.0,35.0,42,27.0,4.0,7.0,6.0,26.0,128,DEN,2017,Regular Season,2017-18
1095,13175,21700434,2017-12-16,PHX @ MIN,MIN,t,L,17.0,13.0,0.5670000000000001,240,40.0,95.0,0.421,9.0,27.0,0.333,17.0,24.0,1.0,10.0,21.0,31,21.0,14.0,8.0,6.0,19.0,106,PHO,2017,Regular Season,2017-18
1096,13176,21700388,2017-12-10,DAL @ MIN,MIN,t,W,16.0,11.0,0.593,240,36.0,72.0,0.5,7.0,19.0,0.368,18.0,23.0,1.0,9.0,36.0,45,19.0,7.0,2.0,18.0,19.0,97,DAL,2017,Regular Season,2017-18
1097,13177,21700300,2017-11-28,WAS @ MIN,MIN,t,L,12.0,9.0,0.5710000000000001,240,35.0,85.0,0.412,10.0,30.0,0.333,9.0,14.0,1.0,13.0,36.0,49,27.0,3.0,1.0,10.0,17.0,89,WAS,2017,Regular Season,2017-18
1098,13178,21700272,2017-11-24,MIA @ MIN,MIN,t,L,11.0,8.0,0.579,240,37.0,84.0,0.44,7.0,17.0,0.412,16.0,26.0,1.0,13.0,31.0,44,21.0,9.0,3.0,10.0,16.0,97,MIA,2017,Regular Season,2017-18
1099,13179,21700134,2017-11-04,DAL @ MIN,MIN,t,W,6.0,3.0,0.667,240,43.0,79.0,0.544,10.0,24.0,0.417,16.0,20.0,1.0,10.0,38.0,48,33.0,7.0,9.0,18.0,20.0,112,DAL,2017,Regular Season,2017-18
1103,13184,21701093,2018-03-24,CHA @ DAL,DAL,t,L,22.0,51.0,0.301,240,36.0,91.0,0.396,12.0,41.0,0.293,14.0,19.0,1.0,5.0,47.0,52,22.0,10.0,6.0,12.0,22.0,98,CHO,2017,Regular Season,2017-18
1105,13187,21700946,2018-03-04,NOP @ DAL,DAL,t,L,19.0,45.0,0.297,240,40.0,90.0,0.444,10.0,23.0,0.435,19.0,25.0,1.0,10.0,33.0,43,25.0,5.0,2.0,12.0,20.0,109,NOP,2017,Regular Season,2017-18
1106,13188,21700919,2018-02-28,OKC @ DAL,DAL,t,L,19.0,43.0,0.306,265,44.0,91.0,0.484,13.0,36.0,0.361,9.0,15.0,1.0,8.0,28.0,36,30.0,11.0,1.0,16.0,22.0,110,OKC,2017,Regular Season,2017-18
1107,13189,21700904,2018-02-26,IND @ DAL,DAL,t,W,19.0,42.0,0.311,240,40.0,88.0,0.455,14.0,37.0,0.378,15.0,18.0,1.0,7.0,37.0,44,20.0,9.0,3.0,10.0,21.0,109,IND,2017,Regular Season,2017-18
1108,13190,21700830,2018-02-10,LAL @ DAL,DAL,t,W,18.0,38.0,0.321,240,48.0,89.0,0.539,12.0,27.0,0.444,22.0,27.0,1.0,10.0,30.0,40,32.0,8.0,3.0,9.0,21.0,130,LAL,2017,Regular Season,2017-18
1115,13199,21700283,2017-11-25,OKC @ DAL,DAL,t,W,5.0,15.0,0.25,240,37.0,75.0,0.493,15.0,35.0,0.429,8.0,11.0,1.0,8.0,35.0,43,25.0,11.0,5.0,17.0,18.0,97,OKC,2017,Regular Season,2017-18
1116,13200,21700224,2017-11-17,MIN @ DAL,DAL,t,L,2.0,14.0,0.125,240,32.0,86.0,0.3720000000000001,8.0,38.0,0.211,15.0,17.0,1.0,11.0,30.0,41,18.0,3.0,3.0,11.0,20.0,87,MIN,2017,Regular Season,2017-18
1119,13205,21700125,2017-11-03,NOP @ DAL,DAL,t,L,1.0,9.0,0.1,240,34.0,88.0,0.386,9.0,34.0,0.265,17.0,22.0,1.0,9.0,38.0,47,19.0,4.0,7.0,15.0,24.0,94,NOP,2017,Regular Season,2017-18
1122,13208,21701152,2018-04-01,MIL @ DEN,DEN,t,W,42.0,35.0,0.545,265,40.0,90.0,0.444,11.0,36.0,0.306,37.0,46.0,1.0,17.0,40.0,57,27.0,2.0,8.0,17.0,23.0,128,MIL,2017,Regular Season,2017-18
1123,13209,21700782,2018-02-03,GSW @ DEN,DEN,t,W,28.0,25.0,0.528,240,39.0,91.0,0.429,12.0,29.0,0.414,25.0,29.0,1.0,16.0,32.0,48,28.0,7.0,0.0,15.0,17.0,115,GSW,2017,Regular Season,2017-18
1124,13210,21700765,2018-02-01,OKC @ DEN,DEN,t,W,27.0,25.0,0.519,240,50.0,97.0,0.515,15.0,38.0,0.395,12.0,17.0,1.0,9.0,34.0,43,32.0,3.0,10.0,11.0,17.0,127,OKC,2017,Regular Season,2017-18
1125,13213,21700712,2018-01-25,NYK @ DEN,DEN,t,W,25.0,23.0,0.521,240,48.0,80.0,0.6,14.0,28.0,0.5,20.0,24.0,1.0,2.0,30.0,32,36.0,3.0,2.0,13.0,20.0,130,NYK,2017,Regular Season,2017-18
1126,13214,21700671,2018-01-19,PHX @ DEN,DEN,t,L,23.0,23.0,0.5,240,35.0,78.0,0.449,14.0,36.0,0.389,16.0,21.0,1.0,7.0,35.0,42,23.0,7.0,5.0,16.0,20.0,100,PHO,2017,Regular Season,2017-18
1127,13215,21700625,2018-01-12,MEM @ DEN,DEN,t,W,22.0,20.0,0.524,240,27.0,70.0,0.386,7.0,22.0,0.318,26.0,32.0,1.0,12.0,35.0,47,15.0,8.0,3.0,14.0,18.0,87,MEM,2017,Regular Season,2017-18
1128,13216,21700612,2018-01-10,ATL @ DEN,DEN,t,L,21.0,20.0,0.512,240,38.0,95.0,0.4,9.0,37.0,0.243,12.0,20.0,1.0,14.0,26.0,40,27.0,13.0,6.0,12.0,18.0,97,ATL,2017,Regular Season,2017-18
1129,13217,21700574,2018-01-05,UTA @ DEN,DEN,t,W,21.0,17.0,0.5529999999999999,240,38.0,86.0,0.442,14.0,35.0,0.4,9.0,15.0,1.0,4.0,33.0,37,24.0,9.0,1.0,10.0,11.0,99,UTA,2017,Regular Season,2017-18
1130,13218,21700536,2017-12-30,PHI @ DEN,DEN,t,L,19.0,17.0,0.528,240,35.0,87.0,0.402,7.0,32.0,0.219,25.0,34.0,1.0,10.0,38.0,48,18.0,10.0,9.0,13.0,12.0,102,PHI,2017,Regular Season,2017-18
1132,13220,21700503,2017-12-26,UTA @ DEN,DEN,t,W,19.0,15.0,0.5589999999999999,240,39.0,81.0,0.481,11.0,30.0,0.3670000000000001,18.0,22.0,1.0,10.0,43.0,53,23.0,3.0,1.0,9.0,21.0,107,UTA,2017,Regular Season,2017-18
1134,13222,21700462,2017-12-20,MIN @ DEN,DEN,t,L,16.0,15.0,0.516,240,36.0,72.0,0.5,13.0,28.0,0.464,19.0,24.0,1.0,8.0,34.0,42,27.0,6.0,5.0,21.0,18.0,104,MIN,2017,Regular Season,2017-18
1138,13228,21700226,2017-11-17,NOP @ DEN,DEN,t,W,9.0,6.0,0.6,240,56.0,89.0,0.629,18.0,35.0,0.514,16.0,21.0,1.0,13.0,35.0,48,37.0,5.0,4.0,14.0,15.0,146,NOP,2017,Regular Season,2017-18
1139,13229,21700114,2017-11-01,TOR @ DEN,DEN,t,W,4.0,4.0,0.5,240,47.0,88.0,0.534,16.0,32.0,0.5,19.0,29.0,1.0,9.0,34.0,43,35.0,9.0,4.0,12.0,20.0,129,TOR,2017,Regular Season,2017-18
1142,13232,21701226,2018-04-11,SAS @ NOP,NOP,t,W,48.0,34.0,0.585,240,52.0,88.0,0.591,5.0,19.0,0.263,13.0,19.0,1.0,11.0,40.0,51,30.0,11.0,5.0,19.0,20.0,122,SAS,2017,Regular Season,2017-18
1145,13235,21701011,2018-03-13,CHA @ NOP,NOP,t,W,39.0,28.0,0.5820000000000001,240,52.0,104.0,0.5,9.0,22.0,0.409,6.0,8.0,1.0,14.0,36.0,50,33.0,10.0,7.0,12.0,16.0,119,CHO,2017,Regular Season,2017-18
1149,13241,21700862,2018-02-14,LAL @ NOP,NOP,t,W,31.0,26.0,0.544,240,53.0,99.0,0.535,14.0,32.0,0.438,19.0,21.0,1.0,12.0,36.0,48,35.0,13.0,7.0,11.0,20.0,139,LAL,2017,Regular Season,2017-18
1151,13245,21700624,2018-01-12,POR @ NOP,NOP,t,W,21.0,20.0,0.512,240,45.0,82.0,0.5489999999999999,7.0,19.0,0.368,22.0,23.0,1.0,9.0,34.0,43,26.0,7.0,6.0,18.0,16.0,119,POR,2017,Regular Season,2017-18
1153,13247,21700525,2017-12-29,DAL @ NOP,NOP,t,L,18.0,17.0,0.514,240,42.0,85.0,0.494,8.0,31.0,0.258,28.0,32.0,1.0,4.0,27.0,31,28.0,8.0,6.0,8.0,19.0,120,DAL,2017,Regular Season,2017-18
1154,13248,21700511,2017-12-27,BKN @ NOP,NOP,t,W,18.0,16.0,0.529,240,48.0,90.0,0.5329999999999999,17.0,33.0,0.515,15.0,19.0,1.0,6.0,37.0,43,40.0,8.0,9.0,10.0,15.0,128,BRK,2017,Regular Season,2017-18
1156,13250,21700410,2017-12-13,MIL @ NOP,NOP,t,W,15.0,14.0,0.517,240,45.0,80.0,0.563,13.0,25.0,0.52,12.0,15.0,1.0,9.0,32.0,41,35.0,5.0,8.0,21.0,16.0,115,MIL,2017,Regular Season,2017-18
1160,13254,21700211,2017-11-15,TOR @ NOP,NOP,t,L,8.0,7.0,0.5329999999999999,240,46.0,91.0,0.505,10.0,27.0,0.37,14.0,14.0,1.0,10.0,22.0,32,31.0,13.0,3.0,14.0,21.0,116,TOR,2017,Regular Season,2017-18
1165,13267,11700012,,CHI @ NOP,NOP,t,L,0.0,1.0,0.0,240,37.0,79.0,0.468,10.0,32.0,0.313,25.0,32.0,1.0,6.0,38.0,44,25.0,10.0,6.0,15.0,17.0,109,CHI,2017,Pre Season,2017-18
1167,13269,41700233,2018-05-04,GSW @ NOP,NOP,t,W,1.0,2.0,0.333,240,48.0,96.0,0.5,14.0,31.0,0.452,9.0,12.0,1.0,10.0,44.0,54,36.0,7.0,3.0,15.0,20.0,119,GSW,2017,Playoffs,2017-18
1168,13270,41700164,2018-04-21,POR @ NOP,NOP,t,W,4.0,0.0,1.0,240,45.0,78.0,0.5770000000000001,9.0,25.0,0.36,32.0,39.0,1.0,7.0,36.0,43,28.0,5.0,6.0,14.0,21.0,131,POR,2017,Playoffs,2017-18
1171,13278,21701010,2018-03-13,LAC @ CHI,CHI,t,L,23.0,44.0,0.343,240,43.0,101.0,0.426,7.0,29.0,0.241,13.0,15.0,1.0,11.0,34.0,45,26.0,11.0,2.0,9.0,28.0,106,LAC,2017,Regular Season,2017-18
1173,13280,21700953,2018-03-05,BOS @ CHI,CHI,t,L,21.0,42.0,0.333,240,32.0,81.0,0.395,12.0,33.0,0.364,13.0,20.0,1.0,7.0,29.0,36,18.0,14.0,1.0,13.0,16.0,89,BOS,2017,Regular Season,2017-18
1175,13282,21700870,2018-02-22,PHI @ CHI,CHI,t,L,20.0,38.0,0.345,240,44.0,97.0,0.454,18.0,34.0,0.529,9.0,15.0,1.0,11.0,37.0,48,27.0,5.0,4.0,13.0,26.0,115,PHI,2017,Regular Season,2017-18
1176,13283,21700844,2018-02-12,ORL @ CHI,CHI,t,W,20.0,36.0,0.35700000000000004,240,40.0,88.0,0.455,9.0,32.0,0.281,16.0,21.0,1.0,11.0,35.0,46,25.0,6.0,3.0,11.0,13.0,105,ORL,2017,Regular Season,2017-18
1178,13287,21700593,2018-01-08,HOU @ CHI,CHI,t,L,14.0,27.0,0.341,240,40.0,86.0,0.465,12.0,28.0,0.429,15.0,18.0,1.0,3.0,34.0,37,26.0,6.0,5.0,11.0,17.0,107,HOU,2017,Regular Season,2017-18
1179,13288,21700560,2018-01-03,TOR @ CHI,CHI,t,L,13.0,25.0,0.342,240,43.0,93.0,0.462,13.0,33.0,0.394,16.0,19.0,1.0,9.0,34.0,43,29.0,5.0,2.0,13.0,20.0,115,TOR,2017,Regular Season,2017-18
1181,13290,21700509,2017-12-27,NYK @ CHI,CHI,t,W,12.0,22.0,0.353,240,35.0,86.0,0.407,10.0,28.0,0.35700000000000004,12.0,16.0,1.0,4.0,46.0,50,23.0,9.0,3.0,15.0,15.0,92,NYK,2017,Regular Season,2017-18
1183,13292,21700458,2017-12-20,ORL @ CHI,CHI,t,W,10.0,20.0,0.333,240,44.0,87.0,0.506,11.0,32.0,0.344,13.0,14.0,1.0,9.0,42.0,51,31.0,6.0,8.0,11.0,23.0,112,ORL,2017,Regular Season,2017-18
1184,13293,21700444,2017-12-18,PHI @ CHI,CHI,t,W,9.0,20.0,0.31,240,44.0,92.0,0.478,13.0,28.0,0.464,16.0,19.0,1.0,5.0,34.0,39,27.0,9.0,7.0,15.0,16.0,117,PHI,2017,Regular Season,2017-18
1188,13297,21700287,2017-11-26,MIA @ CHI,CHI,t,L,3.0,15.0,0.16699999999999998,240,33.0,89.0,0.371,14.0,33.0,0.424,13.0,16.0,1.0,7.0,40.0,47,25.0,10.0,2.0,13.0,18.0,93,MIA,2017,Regular Season,2017-18
1191,13300,21700171,2017-11-10,IND @ CHI,CHI,t,L,2.0,8.0,0.2,240,37.0,93.0,0.398,7.0,27.0,0.259,6.0,9.0,1.0,11.0,32.0,43,24.0,10.0,3.0,12.0,13.0,87,IND,2017,Regular Season,2017-18
